company,attendee_name,attendee_title
Amwell,Jamile Mack,VP Account Management
Inovalon,John Gonsalves,"VP, Sales"
DXC Technology,Ashif Jiwani,Senior Vice President
Nordic,Greg Watson,Client Delivery
Bliss Bio Health,Clara Zoroddu,Associate account executive
Cardinal Health,Jason Spector,Senior Director of Product Experience
DayTwo,Paula Cobb,VP of Marketing
Dexcom,Doron Willentzik,Manager
Wavemaker Three-Sixty Health,Jay Goss,General Partner
Nordic,Polly Parrent,Managing Director and Practice Leader - Cerner Solutions
Philips,João Sacramento,Medical Specialist
Glen Ventures,Samuel Ohayon,co-Managing Partner
Sermo,Erin Fitzgerald,Chief Marketing Officer
Yayayee,Saina Danner,Founder/Implementation Specialist
Ceris,Melanie Fields,Account Manager
Cyndelos Inc.,Richard Chapman,COO
National Association of Community Health Centers,Rita Lewis,"Director, Value Based Care"
"Mathametica, Inc.",Kathleen Gallagher,Analyst
Fortified Health Security,Jeff Brown,Regional Director
"Mathametica, Inc.",Adam Teitelman,Director of Strategic Partnerships
ScaleHealth,Adam Kaufman,Founder & Publisher
Mathematica,Bill Reeves,Senior Director of Strategic Partnerships
[P]rehab,Craig Lindell,"Co-Founder, CCO"
AMN Healthcare Language Services,Scott Hintergardt,Director of Channel Sales and Partnerships
Qubika,Manuel Calderon,Managing Director
National Association of Community Health Centers,Raymonde Uy,Physician Informaticist
GE HealthCare,Mark Djurovski,"Commercial Director, Digital Solutions"
Aidoc,Tiana Bouley,Sales
National Association of Community Health Centers,Merrill Press,"SVP, Partnership, Development & Innovation"
QliqSOFT,Krishna Kurapati,Founder & CEO
VitalTech,Ernie Ianace,Founder and Chief Sales Officer
HHS ASPR,Brian Mazanec,"Deputy Director, Office of Preparedness"
Biofourmis,Chris Martinez,Digital Health Executive
eMed,Oren Mechanic,Chief Clinical Officer
UCLA,Ellen Pollack,Chief Information Officer
Peloton Equity,Andrew Theiss,Investor
Bon Secours Mercy Health,Mark Townsend,Chief Clinical Innovation Officer
Compucom,Marc Caponegro,Account Executive
Endava,Julian Colombero,"VP, Healthcare"
Lyric,Mike Levin,Photographer/Videographer
Wipfli LLP,Karen Johnston,"Partner, Risk Advisory Services"
RockHealth.org,Deonta Wortham,Chief of Staff & Head of Strategy
Healthy.io,Geoffrey Martin,CEO
National Association of Community Health Centers,Sarah Price,"Director, Public Health Integration"
LLR Partners,PJ Cusack,Vice President
UNKNOWN,David Van Houtte,Chief Growth Officer
National Association of Community Health Centers,Meg Meador,"Director, Quality Improvement and Integration"
Santech Solutions Inc,Neeraj K. Sharma,CEO
Artera,Michael Kaufman,"EVP, Corporate Development"
National Association of Community Health Centers,Jason Patnosh,"Associate Vice President, Partnerships, Development, and Innovation"
Ordr,Bryan Gillson,Sales Director
Elsevier,Claudine Lott,Physician Executive
Kaiser Permanente,Diane Pham,Principal Consultant
NetApp,Jessica Jorgensen,GM WW Industry Solutions
Hylink Group,Lisa Gu,Business Development Director
"ROI Healthcare Solutions, LLC",Chris Quimby,"Partner, HIS Services"
Crowell & Moring,Alice Hall-Partyka,Counsel
Ernst & Young (EY),Gail Babes,Managing Director
SteadyMD,Sheeza Hussain,Chief Growth Officer
Caregility,Joe Clark,Strategic Account Manager
DeliverHealth,sasanka yella,CEO
MJH Life Sciences,Phil Talamo,"SVP, Innovation"
Mayo Clinic,Anantha Santhanam,Senior Manager- Corporate Development
ModelOp,Pete Foley,CEO and Co-founder
Crowell & Moring,Lidia Niecko-Najjum,Sr. Counsel
"Zynx Health, Inc.",Andrew Murray,"Sr. Director, Strategic Alliances"
Verizon,Lance Glogovac,Senior Client Partner
Aiva Health,Sam Sheedban,Director of Market Growth
Halcyon,Robert Perez,Commercial Sales - East
Crowdstrike,Shane Rosendahl,Regional Sales Manager
EY,Vivek Raheja,Senior Manager
PwC,Eric Stein,Client Relationship Executive
UNKNOWN,Morgan Reed,President
Ridgeview Institute Monroe,Michelle Bozman,Director of Assessment and Referrals
Hicuity Health,Lou Silverman,CEO
Aspichi,Viktor Samoilenko,"CEO, co-founder"
Rely Health,Soham More,CEO
Threshold Health,Alexandre Colavin,CEO
Virtical,Srinivas Pang,Head of Customer Success & Operations
Doseform,Tochi Yaba,CEO
AgeTech Atlanta,Jeff Gray,Founder and CEO
Axil Health,Vish Patel,Chief Strategy and Growth Officer
NeuroVirt Limited,Carolina Bell,"Co-founder, Business and Finance Lead"
Veritas Data Research,Robin Osmond,Business Development
NeuroVirt Limited,Eve Gregoriou,Founder & CEO
The Joint Commission,Scott Williams,"Director, Department of Research"
AssistRx,Timothy Nielsen,"Vice President, Customer Success"
Spectrum Enterprise,Michael Mauro,Director
Lyric,Carolyn Wukitch,Chief Operating Officier
Diversis Capital,Devin Scott,Vice President
Pfizer,Brandon Hopkins,HIT Director
RICOH USA,Braj Thakur,Senior Director
UNKNOWN,Claudia Douglass,Industry Growth Luminary
Andor Health,Paul Tyriver,"VP, Development"
"Akvelon, Inc.",Eleonora Berylo,Director of Client Partner
Bank Of America,Kevin Kidd,Healthcare Merchant Executive
Gaine Technology,Martin Dunn,CEO
Wheel,Dr. Greg McDavitt,Physician Executive
Latent Health,Matt Schaefer,Chief Customer Officer
American Medical Association,Delane Heldt,"Vice President, Operations, Improving Health Outcomes"
LG,Matt Gandy,Sales Director
Gaine Technology,Scott Yungling,Vice President of Business Development
Gaine Technology,James Godwin,Chief Revenue Officer
IMO-Intelligent Medical Objects,John Laursen,"VP, Business Development"
The Wall Street Journal,Anna Mathews,Health reporter
Fullscript,Morgan Donaldson,VP Sales
Woebot Health,Chris Hemphill,"Senior Director, Commercial Intelligence"
"Acquia, Inc.",Sam Nagle,Solution Engineering
Proven Optics,Kyle Holetz,"VP, Solution Consulting"
SAS Inc,Marty Bobroske,Advisor
OWKIN,David Chang Villacreses,"Principal Partnerships Manager, North America"
TelegraMD,Jaden Walter,COO
Magniant,Robert Crousore,Managing Director
Gryphon Investors,Kevin Liou,Senior Vice President
Puppeteer,Federico Ruiz,CEO
Comcast Ventures,Shivani Mathur,Investor
HUED,Matthew Saylor,Director of Customer Success
Mitsui,Caroline Pinkney,Investor
PFM Health Sciences,Anant Ahuja,Investment Partner
Holon Solutions,Pepper Fleming,Chief Technology Officer
Lyric,Rajeev Ronanki,Chief Executive Officer
The Tolan Group,Kaye Johnson,Managing Partner
GroundGame Health,Robert Rieger,Chief revenue officer
PEP Health,Sophie Warriner,Office Manager
I'mbesideyou Inc.,Shozo Kamiya,Founder&CEO
UNKNOWN,Jonas Neujahr,Junior Solution Manager Disruptive Solutions
Lirio,Thomas West,Business Development Director
Deloitte,Greg Appel,LSHC Operate Leader
Caire,Tim Best,Advisor
UNKNOWN,Chelsea Voors,EVP of Business Development and Marketing
Zayo,Mary Reber,Senior Account Director
ESSC,Susan Berglund,CFO
RPI Consultants,Marty Boland,"Regional Sales Director, West"
Decimal.health,Kassandra Karpathakis,"Engagement Manager, Strategy Practice"
"Workday, Inc.",Shelby LaRosa,"Sr. Field Marketing Manager, Healthcare"
Kapor Capital,Adam Aguilera,Associate
Luma Health,Justine Bandstra,Director of Product Marketing
Trayt health,Deb Unglaube,Director of Customer Success
Clint Health,Guy Rallo,Sr Commercial Advisor
symplr,BJ Schaknowski,CEO
Trayt.Health,April Hishinuma,Director of Product
PricewaterhouseCoopers,Nimma Bakshi,Managing Director
Azra AI,Chris Cashwell,CEO
Suki,Mike Maus,Chief Revenue Officer
Northwestern Memorial HealthCare,Dean Harrison,President and CEO (Retired)
K Health,Ethan Fischer,Director of Corporate Development
"Workday, Inc.",Scott Endo,Solution Consultant
CS Connect,Amanda Kule,Director of Communications
Microsoft,Tom Lawry,Managing Director
Pear Suite,Alicia Crooks,Community Program Manager
"Workday, Inc.",Sarah Hickman Auger,"Industry Director, Healthcare Solution Marketing"
QualiZeal,Ramanathan Ponnusamy,SVP Client Success
SeedtoB,Ritesh Sharma,Managing Partner
Aidoc,Andrew Colbert,"VP, Product Marketing"
EY-Parthenon,Anirudh Goel,Partner
"Imprivata, Inc.",Aaron Freimark,"Sr. Vice President, Product Management"
Salesforce,Vaughn Schouten,"Global Lead, MedTech Advisory & Innovation"
Exo,Sandeep Akkaraju,CEO and Co-Founder
AT&T Business,Rachel Brown,Director
"Imprivata, Inc.",Claire Reilly,VP Clinical Operations & Chief Nursing Informatics Officer
"Imprivata, Inc.",John Clark,"Sr. VP, Product Management"
Healthcare IT Leaders,Russ Rudish,Principal
Brightside Health,Mimi Winsberg,Chief Medical Officer
"Imprivata, Inc.",Matt Erich,"Sr. VP, Solutions Engineering"
Questex,Elyse Nixon-Taft,Account Executive
"Imprivata, Inc.",Fran Rosh,President & CEO
"Imprivata, Inc.",Joel Burleson-Davis,"Senior VP Engineering, Cyber"
Breakthrough 6,Robert Jordshaugen,Founder and CEO
Prism Labs Inc.,Andrew Mains,VP of Business Development
Dyad AI,Alexander Tayler,CCO
IonCell,Marieme Sane,CEO - Co-Founder
Luvvi,Tiago Hermans,Co-founder and CTO
"Imprivata, Inc.",Karen Devine,Chief Customer Officer
Wellkasa,Sumit Mehrotra,Founder
UNKNOWN,Matthew McGinty,CEO
UNKNOWN,Kenneth Faltischek,Founder
UNKNOWN,Perfecto Sanchez,Chief Growth Officer
Prelay,Will Andrus,Head of Sales
Prelay,Gabriella DeFlorio,CEO and Founder
Karambit.AI,Andrew Hendela,Co-founder
ReflexAI,Samuel Dorison,CEO & Cofounder
Syntrillo,Brett Mankey,Executive Chairman
"Imprivata, Inc.",Travis Grandpre,Chief Marketing Officer
R1 RCM,Greg Burchfield,"VP, Strategic Partnerships"
Advancing Healthcare Innovation Consortium,Michael Stamatinos,Managing Partner
MCG Health,Natalie McGarry,Senior Product Owner - DaVinci
Spectrum Enterprise,Geno Maestas,"Dir, Sales Vertical Accts"
Cencora,Jeff Buck,"VP, Strategic Partnerships"
Infor,Dan Dillingham,Sr. Account Manager - Healthcare Interoperability
Ernst & Young (EY),Colleen Thomas,Client Executive
DeepScribe,Marci Montoya,Enterprise Account Executive
VYNYL,Nathan Chandler,Partner and CTO
KPMG,Tim Williams,Principal
Ancestry,Mike Payne,President
Lyric,Christine Belanger,"VP, Product"
NCQA,Vik Wadhwani,Chief Transformation Officer
PwC,Teressa Pledger,Partner
ACE Home Health and Hospice Inc.,Joy Pardillo,Director Of Innovations
UW Health,Cherodeep Goswami,Chief Information Officer
Velatura,Van Ly,Sr. Consultant
GroundGame Health,Syam Adusumilli,Chief Strategy Office
Oxeon,Julia Knorr,Director
Talkspace,Heather Alder,"Sr. Director, Strategic Accounts"
Galileo,Alex Blum,Chief Partnership Officer
broadcom,Josh Tacey,Staff Consulting Architect
UNKNOWN,Ross Caplet,"VP, Account Management"
Medbridge Inc,Leah Shlyakhov,Chief Client Partner
Medbridge Inc,Donovan Campbell,CEO
Medbridge Inc,Mitch Comstock,Sr. Product Marketing Manager
The Reverse Mullet Healthcare Podcast,Ellen Brown,Co-Host
Attane Health,Misty Snodgrass,"SVP, Growth and Healthcare Strategy"
Compucom,Greg Druffel,Managing Solution Architect
AT&T Business,Joe Drygas,VP - Healthcare
AT&T Business,Rose Panaia,Director
AT&T Business,Tad Reynes,Director
Epic,Seth Hain,"VP, R&D"
University of Kansas Medical Center,Greg Ator,Chief Medical Informatics Officer
UT Health San Antonio,Edward Sankary,Chief Health Information and Value Officier
SPE,Ava Aguado,Director of Medical Ops
Abridge,Ben Le Roux,Director of Marketing
PwC,Angela Herrera,Alliances Marketing Manager
Providence,Adrian Yanes,CTO - Virtual Care & Digital Health
Kaiser Permanente,Ling Kung Joe,"Sr. Director, Care Delivery Technology"
Innovaccer,Tim Wager,Senior Manager
Intus Care,Evan Jackson,Cofounder
Innovaccer,Abhinav Shashank,Chief Executive Officer and Co-Founder
Pfizer,Ty Bretthorst,VP - Global Development Center
Huntzinger Management Group,Gerry Maroney,Managing Director
Exo,Foster Bond,Enterprise Account Leader
CCD Health,Lilliam Mccann,Sr. VP of Ops and IT
CCD Health,Will Scott,VP of BD
Exo,Jonathon Bowman,Clinical Manager
Summus Global,Denny Purcell,Chief Operating Officer
Comcast Business,Nicholas Lundquist,"Director, Enterprise Direct Sales"
Comcast Business,Emma Powers,"Executive Director, Enterprise Marketing"
RYTE.ai,Aileen Cahill,Chief Marketing Officer
UNKNOWN,Briana Trulear,Senior Account Manager
Fijoya,Sagi Polani,Co-Founder & CPO
Nemours Children's Health,Sonia Giribaldi-Kerr,"Sr. Director, Ancillary Applications"
EY,Julian Gollner,Partner
Comcast Business,Kristin Yudichak,Marketing Manager
Compucom,Kristi Cardenas,Account Executive
Community Health Systems,Paul Novak,CIO
Comcast Business,Timothy MacDonald,"Director, Enterprise Sales - Managed Solutions"
Metriport,Dima Goncharov,Co-founder and CEO
U.S. Department of Health and Human Services,La Monte Yarborough,"Deputy Chief Information Officer, Chief Information Officer"
HHS Cybersecurity Operations,Nick Rodriguez,HHS 405(d) Program Manager
MDClone,Matthew Osucha,VP Sales
Lyric,Deirdre McLees,VP Account Management
Somatus,Emily Rester,VP Provider Network and Business Development
AHEAD,James Jordan,Customer Partner
GE Healthcare,Scott Supelak,Channel Sales Manager
FIS,Barrett Chamberlain,Director of Sales
Candid Health,Matt Parrack,Sales Director
"Chetu, Inc.",Alexander Ewingshaw,Partnerships Manager
"Chetu, Inc.",Howard Mintz,Partner Relationship Executive
Deloitte,Bill Fera,Principal
VieMed Healthcare,Rob Birkhead,Chief Innovation Officer
UKG,Aisha Stephens,Strategic Alliance Manager
Compucom,Nancy Outcalt,Account Executive
QuitSure,Kriti Bajaj,Co-Founder
AHEAD,Andy Sajous,Field CTO
UNKNOWN,Sara Sundar,Chief Information Officer
COPE Health Solutions,Alice Cheng,"Manager, Branding & Events"
"Medcurity, Inc.",Arielle Van Peursem,Director of Business Development
"Medcurity, Inc.",Joe Gellatly,Founder/CEO
Candid Health,Patrick Green,Head of Sales
Cardinal Health,Amy Weber,CTO/VP Commercial Technologies
Ernst & Young (EY),Kaushik Bhaumik,Americas Health Technology Leader
Healthcare IT Leaders,Steve Cardenas,"Practice Lead, Federal Healthcare"
Rune Labs,Brian Pepin,CEO
Define Ventures,Garrett Howard,Investor
HHS,Margaret Lacson-Ecarma,Chief
Waianae Comprehensive Health Center,Michele Chrissy Kuahine,Director of Clinical and Patient Informatics
Strike Graph,Mike Hayes,CRO
Smart Communications,Alan Acheff,Senior Solutions Architect
F-Prime Capital Partners,Carl Byers,Partner
Memora Health,Tom Sims,"Senior Director, Provider Partnerships"
Hello Heart,Assaf Ohana,Chief Product Officer
Hello Heart,Kelly Schorr,Business Development Representative
AdventHealth,David Oakley,"VP, Digital"
Merck,Pamela Abaza,"Director, IT Health Equity"
LexisNexis Risk,Rebecca Webb,Director of Market Planning
98point6,Rich Hooper,Director of Sales and Business Development
Previon,Kyle Mitchell,Sr Director of Commercial Programs
Light-it,Javier Lempert,CTO
Cantor Fitzgerald,John Kibler,Managing Director
Cantor Fitzgerald,Dmitry Krasnik,Managing Director
Beacon Health System Inc,Mark Warlick,Chief Information Officer
AGFA HealthCare,Jim Mullen,"Sr, Vice President"
BluIP,Kenneth Ohlson,Enterprise Sales
Capstone,Arjan Peters,Client Relationship Manager
Veradigm,Teig Boyle,"AVP, Sales"
Drummond Group LLC,Adam Gregg,"Sales Director, Health Care"
Gartner Inc,Nasime Braham,Senior Account Manager- Healthcare Partnerships
Drummond Group LLC,Greg Romania,"Sr. Consultant, Advisory Services"
Drummond Group LLC,Ryan Patano,President & CEO
Drummond Group LLC,James Threatte,"Director, ONC-ATL Test Lab"
Drummond Group LLC,Lucy Railton,VP of Marketing
Avlis International,Sue Silva,CEO
Drummond Group LLC,Bob Bryan,Director
Vispero,Don Soucy,Chief Growth Officer
Altera Digital Health,Cristina Ortenzi,Vice President of Client Success
C4 Trends,Susan Schreiner,Editor/Analyst
BCBSLA,Arjun Iyengar,"Director, Digital Product Engineering"
Apax Partners,Patrick Kane,Principal
Zebra Technologies,Jennafer Martin,Channel Marketing
Smart Communications,Margie Bowman,Senior Solutions Architect
Smart Communications,Rugiatu Kaloko,Business Development Representative
Nordic,Enrique Estrada,Solution Executive
Syncari,Jack Smith,Principal Sales Engineer
J.B. Strategic Communications,JULIA BENNETT,Strategist + Executive Coach
Lyric,John Monaco,Sales Executive
SOPHiA GENETICS,Alexandra Buga,Sr. Manager BD
Quadient,Cyndi Evans,Senior Client Executive
PricewaterhouseCoopers,Mike Paul,Partner
MEDnRX,Steven Goldberg,Chief Medical Officer
Quantori,Shawna Mishael,"Global Head, Healthcare"
MiSalud Health,Cindy Blanco,CEO
Health In Her HUE,Ashlee Wisdom,Founder & CEO
StartUp Health,Unity Stoakes,President & Co-founder
Vizient,Bharat Sundaram,"President, Data and Digital"
Avanade/Accenture,Christiana Voelker,Healthcare Industry Lead
Avanade,Jenee Bader,Health Industry Sales Leader
Crown Castle,Ed Finn,HC BDM
ST Engineering,Julia Taylor,VP
Qubika,Maria Jose Saldivia,MS
"etectRx, Inc.",Scott Ballenger,VP
Gibson Area Hospital,Bryan Kirby,VP
Rackspace Technology,JOSH PREWITT,VP
Children's National Hospital,Nathan Lesser,Mr
J.P. Morgan,Andrew Geraghty,VP
Panda Health,Jordan Garrett,VP
"DuploCloud, Inc.",Whitney Hornung,AE
MBK Healthcare Management,Guannan Miao,VP
CereCore,Phil Sobol,VP
Ochsner Health,Amy Trainor,VP
Tampa General Hospital Innoventures,Rachel Feinman,VP
e4,Bill Rowe,VP
Cynerio,Bob Freiberger,Vp
Physician EHR Solutions,Julie Ann Harrigan,MD
VCUHS,Claudia spurill,RN
UST,Modak Raj,VP
Informa Markets,Elli Riley,VP
Lunit Inc,Terri Kim,VP
"Isabel Healthcare, Inc",Pat Garrett,VP
DEBRA MCCROSKEY,DEBRA MCCROSKEY,MD
PointClickCare,Tristan Van Horne,VP
Able Care,Paul Rinne,Dr
HTC Global Services,Mohit Agarwal,VP
